index,Unnamed: 0,user_id,movie_id,rating,Date
34129,34129,107,286,2,1998-03-30 13:24:26
32214,32214,278,315,4,1998-03-30 21:55:32
3728,3728,26,286,3,1998-03-31 12:30:00
15422,15422,178,326,4,1998-02-26 17:11:35
56797,56797,312,589,5,1998-04-04 14:04:55
9516,9516,92,191,4,1997-09-30 20:57:30
4649,4649,217,578,5,1998-03-05 03:54:47
41114,41114,201,303,2,1998-01-06 18:17:47
88908,88908,352,210,3,1998-01-08 20:12:08
635,635,280,631,5,1998-04-04 14:39:11
3101,3101,311,141,4,1998-01-09 17:16:27
37584,37584,254,389,3,1998-02-03 02:44:12
7207,7207,223,369,1,1998-04-02 20:50:53
15063,15063,284,324,3,1998-01-20 20:51:08
76518,76518,234,52,4,1998-04-11 22:35:41
13991,13991,253,487,4,1998-04-03 18:32:03
12120,12120,339,23,5,1998-03-27 21:18:01
81241,81241,311,131,3,1998-01-09 17:00:52
11984,11984,156,180,5,1998-02-22 22:16:17
16096,16096,354,529,4,1998-03-30 00:26:50
12218,12218,7,589,5,1998-03-31 13:54:11
47647,47647,343,288,2,1997-10-09 13:07:08
60167,60167,16,100,5,1997-10-24 19:13:57
82220,82220,327,83,2,1998-02-17 19:35:01
3386,3386,297,202,3,1997-09-26 01:50:38
10284,10284,279,209,5,1997-09-26 21:23:07
10795,10795,13,100,5,1997-12-14 22:56:06
4105,4105,118,174,5,1997-09-27 18:30:07
83286,83286,363,180,3,1998-04-02 05:25:54
66694,66694,154,200,5,1997-11-10 05:13:52
54465,54465,7,506,5,1998-03-31 14:13:34
64299,64299,319,301,4,1997-10-01 12:08:41
33345,33345,308,171,4,1998-02-17 17:59:06
8167,8167,328,162,4,1998-01-17 14:40:04
7669,7669,335,324,1,1998-04-03 01:31:38
25186,25186,276,354,4,1998-03-02 21:16:28
58068,58068,89,222,5,1997-11-13 17:18:11
1525,1525,151,58,4,1997-11-14 16:27:29
15147,15147,178,540,3,1998-02-05 11:34:44
7786,7786,264,219,5,1998-01-30 01:07:27
15124,15124,217,118,4,1998-03-05 03:54:47
22752,22752,325,211,3,1998-04-02 00:57:07
84675,84675,197,50,5,1998-04-01 05:50:39
6208,6208,340,1,5,1998-01-16 22:49:48
14984,14984,187,191,5,1997-11-13 23:59:26
30172,30172,294,331,4,1997-10-25 22:29:40
2371,2371,158,85,4,1997-11-21 17:58:38
18612,18612,239,207,5,1998-03-06 10:36:18
6827,6827,145,281,4,1997-09-26 11:11:39
53444,53444,331,268,5,1997-10-18 17:47:00
52010,52010,241,300,4,1998-02-12 02:14:45
76948,76948,249,69,5,1997-11-15 05:43:20
17465,17465,313,155,2,1998-03-27 20:46:17
6261,6261,14,408,5,1997-11-09 23:49:08
30343,30343,232,132,5,1998-02-27 03:22:01
35603,35603,295,109,4,1997-11-14 14:31:51
7105,7105,326,448,3,1997-11-18 18:22:29
33758,33758,38,590,1,1998-04-13 02:26:13
27237,27237,106,216,5,1997-12-07 00:03:18
1488,1488,81,280,4,1997-10-11 01:43:34
3153,3153,270,306,5,1997-10-15 22:15:44
32026,32026,354,98,3,1998-03-30 00:38:32
79407,79407,142,42,4,1998-02-28 04:34:49
50424,50424,137,411,5,1997-12-06 18:38:10
32706,32706,362,322,3,1998-01-17 06:47:31
78695,78695,1,142,2,1997-11-03 07:47:18
31288,31288,10,137,4,1997-10-26 18:06:26
44352,44352,255,325,1,1997-12-27 09:42:03
98337,98337,17,222,3,1998-01-20 05:05:51
22009,22009,301,94,4,1997-12-14 05:59:32
71142,71142,326,227,3,1997-11-18 18:15:41
8234,8234,151,234,4,1997-11-14 16:26:59
92537,92537,234,190,3,1998-04-08 23:46:30
11880,11880,271,141,4,1998-01-26 21:11:54
1718,1718,308,493,3,1998-02-17 17:41:33
37546,37546,28,429,5,1997-12-12 21:06:34
10338,10338,296,14,4,1998-01-07 18:11:05
76790,76790,373,459,4,1997-10-17 16:49:26
26757,26757,266,286,4,1998-04-11 01:04:22
18887,18887,174,122,1,1998-02-02 15:47:01
8754,8754,151,47,3,1997-11-14 17:27:39
11973,11973,269,475,5,1998-04-01 18:57:47
71055,71055,4,362,5,1998-04-08 02:25:52
30135,30135,311,194,4,1998-01-09 16:52:04
37188,37188,3,181,4,1998-03-07 02:24:42
98944,98944,192,118,2,1997-12-06 00:25:32
21255,21255,91,568,2,1998-04-01 13:56:58
23759,23759,347,187,5,1997-12-09 07:47:32
5045,5045,37,222,3,1997-11-30 18:45:28
10825,10825,253,298,3,1998-04-03 18:27:54
13268,13268,328,423,4,1998-01-17 14:11:45
16978,16978,363,169,5,1998-04-02 05:22:43
35261,35261,128,651,5,1997-11-19 19:16:23
14546,14546,104,235,2,1998-02-26 04:01:15
5704,5704,317,350,5,1998-04-01 16:06:59
34640,34640,325,114,5,1998-04-02 00:51:47
97403,97403,151,380,5,1997-11-14 21:32:26
4335,4335,244,509,5,1997-11-27 04:46:57
34465,34465,154,651,4,1997-11-10 05:13:03
19557,19557,258,332,5,1998-01-25 04:03:44
14971,14971,85,523,4,1997-11-13 20:46:05
6119,6119,300,322,4,1997-09-30 20:06:58
15108,15108,297,24,4,1997-09-22 18:51:00
24118,24118,342,282,1,1997-09-26 23:59:26
43718,43718,268,561,3,1997-10-10 20:04:57
30668,30668,303,586,2,1997-11-14 05:34:19
78266,78266,296,244,1,1998-01-07 18:14:56
98812,98812,186,269,1,1998-03-13 19:41:34
15290,15290,328,294,3,1998-01-17 13:45:33
60397,60397,265,50,2,1997-09-27 00:33:18
96135,96135,296,498,5,1998-01-07 18:22:32
53774,53774,269,163,2,1998-04-01 16:55:51
31721,31721,188,100,4,1997-09-24 04:08:47
21428,21428,313,8,3,1998-03-27 16:02:31
27899,27899,94,404,4,1998-04-04 20:26:55
1235,1235,83,43,4,1997-11-23 18:11:30
12637,12637,320,54,4,1998-01-14 04:13:29
44046,44046,298,211,5,1998-01-06 22:18:13
5886,5886,13,302,5,1997-12-07 17:13:31
2508,2508,151,186,4,1997-11-14 16:17:02
25149,25149,358,511,2,1998-03-30 15:17:15
733,733,295,39,4,1997-11-14 14:37:59
20748,20748,222,407,2,1998-01-03 08:33:31
16182,16182,26,333,3,1998-03-31 12:43:12
848,848,7,200,5,1998-03-31 14:12:23
72093,72093,144,276,3,1998-02-21 23:35:22
4835,4835,262,71,4,1997-11-17 19:29:11
26702,26702,44,159,3,1997-11-01 01:27:13
5897,5897,3,332,1,1998-03-07 02:20:24
95029,95029,49,404,3,1998-02-21 13:29:25
71928,71928,210,205,4,1998-02-17 17:26:33
7119,7119,119,472,4,1997-09-20 17:10:06
78264,78264,18,524,4,1997-11-21 16:30:16
16679,16679,52,93,4,1997-12-24 00:12:37
5097,5097,328,4,3,1998-01-17 14:38:15
9726,9726,230,607,3,1997-11-25 19:05:55
33817,33817,76,60,4,1997-09-23 15:20:07
35532,35532,187,213,4,1997-11-14 00:04:18
394,394,234,206,4,1998-04-11 22:42:23
26607,26607,286,144,3,1997-10-22 14:43:54
48007,48007,85,65,3,1997-11-13 21:03:41
57722,57722,334,56,4,1998-04-02 19:55:14
30576,30576,297,83,4,1997-10-02 06:38:26
85197,85197,336,273,5,1997-10-25 06:13:52
5823,5823,6,432,4,1997-12-31 20:55:13
21718,21718,59,205,3,1998-02-23 03:24:20
26095,26095,294,619,3,1997-10-25 22:58:48
9262,9262,8,172,5,1997-11-12 19:15:23
23205,23205,343,87,4,1997-10-09 13:43:33
27253,27253,291,215,4,1997-09-21 18:59:42
11113,11113,120,405,4,1998-03-10 00:43:00
14973,14973,151,482,4,1997-11-14 16:19:05
98900,98900,289,363,3,1997-10-14 00:57:33
83417,83417,371,66,4,1997-10-22 02:26:53
485,485,285,191,4,1998-03-22 19:44:19
46005,46005,334,203,4,1998-04-02 19:43:01
5724,5724,234,292,4,1998-03-27 21:23:41
27398,27398,146,328,3,1998-04-01 19:14:39
98920,98920,80,64,5,1998-02-13 20:24:35
65515,65515,216,276,4,1997-11-22 21:07:10
8533,8533,325,640,3,1998-04-02 00:52:56
33506,33506,358,666,3,1998-03-30 14:59:52
84014,84014,311,511,4,1998-01-09 17:00:02
40165,40165,328,637,3,1998-01-17 14:37:45
5587,5587,339,435,4,1998-03-27 20:56:29
45126,45126,248,180,3,1998-01-11 16:05:35
38289,38289,13,430,5,1997-12-14 22:44:55
14651,14651,255,218,3,1997-12-27 09:55:44
8952,8952,234,96,2,1998-04-11 22:35:41
11221,11221,94,100,5,1998-01-27 03:49:02
8450,8450,14,509,5,1998-03-26 03:05:21
70151,70151,158,107,3,1997-11-21 17:22:40
53026,53026,216,56,5,1997-11-22 21:20:08
94700,94700,352,175,1,1998-01-08 20:16:14
498,498,25,357,4,1998-01-26 22:12:37
36320,36320,347,163,4,1997-12-09 08:06:41
25515,25515,314,588,5,1997-10-26 17:46:47
13498,13498,99,3,3,1998-01-24 22:00:37
34978,34978,296,251,5,1998-01-07 18:08:43
15865,15865,296,240,1,1998-01-07 18:12:45
20831,20831,65,65,3,1997-11-11 02:51:12
7744,7744,293,322,2,1998-03-03 05:54:16
4789,4789,13,212,5,1997-12-17 22:56:25
35295,35295,114,485,3,1997-12-04 18:33:29
78228,78228,344,69,2,1998-01-15 21:51:33
58798,58798,308,671,4,1998-02-17 18:10:14
24951,24951,354,660,3,1998-03-30 00:35:55
11252,11252,290,118,4,1997-11-28 15:44:56
20874,20874,24,127,5,1997-09-27 01:31:19
9166,9166,236,222,4,1998-03-17 06:40:17
60686,60686,69,288,5,1997-12-13 15:32:53
6847,6847,280,381,3,1998-04-04 14:42:05
49960,49960,315,520,4,1997-11-17 20:45:26
51697,51697,6,527,4,1997-12-31 20:41:17
33308,33308,288,268,4,1998-02-01 22:40:12
89779,89779,279,222,1,1997-09-26 17:45:43
16750,16750,72,550,4,1997-11-20 14:48:54
33201,33201,16,12,5,1997-10-24 18:36:08
9541,9541,9,6,5,1998-02-08 17:47:35
83595,83595,44,318,5,1997-11-01 01:22:20
45102,45102,347,159,4,1997-12-09 08:03:55
10644,10644,113,508,4,1997-09-27 01:56:17
20451,20451,293,26,3,1998-03-03 06:36:55
941,941,56,91,4,1998-04-15 23:34:35
29108,29108,290,629,3,1997-11-25 16:18:36
14777,14777,42,196,5,1997-12-03 00:08:38
45942,45942,230,294,5,1997-11-25 18:58:06
9951,9951,60,207,3,1997-12-28 16:42:22
20629,20629,145,150,5,1997-09-26 10:44:15
7268,7268,279,240,4,1998-03-06 02:32:39
37625,37625,373,217,3,1997-10-17 14:33:41
5594,5594,12,471,5,1997-11-19 17:14:30
48985,48985,22,566,3,1997-11-07 07:35:45
8682,8682,66,117,3,1997-12-31 20:56:27
6612,6612,85,289,3,1997-11-13 20:18:54
78435,78435,18,172,3,1997-11-21 16:42:31
31978,31978,279,81,4,1997-10-01 19:04:12
76774,76774,194,515,4,1997-11-14 16:16:56
96821,96821,239,203,1,1998-03-06 10:14:51
5251,5251,13,263,5,1997-12-07 17:27:27
424,424,254,436,2,1998-02-03 02:50:16
15165,15165,92,288,3,1997-11-04 21:30:05
51113,51113,195,60,3,1998-03-01 07:27:20
28547,28547,200,98,5,1998-01-06 23:22:13
431,431,92,501,2,1997-09-30 21:07:45
23182,23182,246,412,1,1998-01-16 04:01:45
8446,8446,239,114,3,1998-03-06 10:03:36
13372,13372,65,211,4,1997-11-11 03:10:52
45185,45185,60,9,5,1997-12-28 16:26:39
11469,11469,339,631,5,1998-03-27 21:14:16
45399,45399,167,655,4,1998-04-16 14:50:37
56221,56221,236,194,3,1998-03-17 06:33:46
5295,5295,144,302,3,1998-02-21 23:25:30
72646,72646,173,301,5,1997-10-22 21:51:16
12562,12562,195,304,4,1997-10-12 00:49:04
1638,1638,87,9,4,1997-11-18 18:32:11
2135,2135,7,581,5,1998-03-31 14:11:17
6610,6610,6,133,4,1997-12-31 20:50:59
15645,15645,363,152,5,1998-04-02 05:28:26
14207,14207,216,421,5,1997-11-22 21:47:09
3522,3522,190,147,4,1998-03-27 21:24:23
6065,6065,62,298,4,1997-11-12 22:05:04
31164,31164,201,425,3,1998-01-07 02:30:46
12496,12496,175,9,4,1997-10-17 17:09:06
2009,2009,194,4,4,1997-11-14 15:29:57
4865,4865,184,172,4,1998-03-14 20:48:17
54868,54868,25,430,4,1998-01-26 22:15:20
15999,15999,106,194,5,1997-12-06 23:25:58
4476,4476,276,56,5,1997-09-20 21:40:23
20014,20014,204,303,5,1998-04-12 13:50:20
8260,8260,90,478,5,1998-03-31 22:52:34
2841,2841,201,326,2,1998-01-06 18:24:55
28194,28194,88,300,3,1998-03-27 22:24:26
419,419,244,186,3,1997-11-27 04:41:37
21986,21986,330,357,4,1997-10-11 05:07:19
5392,5392,271,414,4,1998-01-26 21:17:50
57006,57006,256,546,4,1997-12-15 01:58:08
56477,56477,49,8,3,1998-02-21 13:28:11
95591,95591,251,202,4,1998-01-31 18:38:40
41554,41554,254,465,3,1998-02-03 02:31:18
34565,34565,373,181,5,1997-10-17 14:39:38
14957,14957,49,518,4,1998-02-21 13:57:17
67619,67619,58,137,5,1998-01-09 00:07:10
2377,2377,99,182,4,1998-02-03 15:13:30
5450,5450,325,109,2,1998-04-02 00:55:28
22568,22568,13,463,5,1997-12-14 22:58:38
5249,5249,44,155,3,1997-11-01 01:49:07
5280,5280,121,174,3,1998-03-31 23:47:43
36900,36900,343,515,4,1997-10-09 13:10:26
64445,64445,262,86,3,1997-11-17 18:39:08
11186,11186,70,48,4,1998-01-06 05:29:34
22140,22140,128,191,4,1997-11-19 19:18:00
8576,8576,47,321,4,1997-11-13 16:37:20
11586,11586,186,31,4,1997-11-08 21:12:09
97231,97231,87,180,4,1997-11-18 17:54:09
18302,18302,92,28,3,1997-09-30 20:57:30
22906,22906,194,178,3,1997-11-14 15:27:33
10735,10735,276,649,4,1998-02-03 05:28:11
33965,33965,95,78,3,1998-03-03 20:28:21
26007,26007,366,561,5,1998-03-02 17:01:18
90611,90611,320,51,5,1998-01-14 04:09:52
10345,10345,7,481,5,1998-03-31 13:52:21
2534,2534,234,618,3,1998-04-08 23:32:23
11056,11056,75,125,3,1998-01-06 01:29:24
31515,31515,186,98,5,1998-04-04 19:57:39
20363,20363,174,433,5,1998-02-03 14:05:57
34893,34893,6,310,2,1997-12-28 00:19:13
16411,16411,154,89,5,1997-11-10 05:15:10
54755,54755,158,10,4,1997-11-21 17:15:13
10061,10061,109,393,4,1997-11-26 21:20:37
79833,79833,343,387,4,1997-10-09 13:58:41
32865,32865,314,196,3,1997-10-26 17:50:12
40627,40627,360,172,4,1997-11-24 07:24:00
5431,5431,11,429,5,1998-04-06 23:12:15
6698,6698,62,306,4,1997-11-12 21:58:29
34114,34114,357,472,3,1997-11-08 01:22:46
9586,9586,328,483,5,1998-01-17 14:04:04
3376,3376,82,208,3,1997-11-05 22:43:35
85937,85937,315,466,1,1997-11-18 02:49:09
16565,16565,100,348,3,1998-03-31 20:20:30
11313,11313,360,302,4,1997-11-24 06:38:46
34857,34857,364,261,2,1997-10-04 02:17:12
31889,31889,85,229,3,1997-12-22 17:54:08
41405,41405,299,28,4,1997-10-26 15:41:14
62370,62370,251,535,3,1998-01-31 18:44:43
6070,6070,148,71,5,1997-10-16 16:27:31
80018,80018,339,9,5,1998-03-27 21:10:44
6377,6377,254,183,4,1998-02-03 02:25:13
35413,35413,116,20,3,1998-04-15 23:44:18
71957,71957,40,343,1,1998-03-04 20:03:10
51975,51975,254,126,3,1998-02-13 05:22:30
737,737,158,665,2,1997-11-21 17:48:52
8677,8677,361,148,1,1997-11-13 17:15:24
25775,25775,344,291,3,1998-01-15 21:29:51
30855,30855,10,182,5,1997-10-26 18:01:16
55690,55690,344,235,3,1998-01-15 21:40:23
36950,36950,141,286,4,1998-01-12 05:50:47
7863,7863,70,546,2,1998-01-06 05:56:51
27412,27412,120,121,4,1998-03-10 00:38:10
33686,33686,271,276,3,1998-01-26 20:50:00
27802,27802,340,520,5,1998-01-16 22:59:04
11033,11033,296,22,4,1998-01-07 18:17:48
7961,7961,336,202,1,1997-10-25 05:38:29
35933,35933,314,216,3,1997-10-26 17:58:42
4467,4467,15,301,4,1997-11-13 21:07:13
23026,23026,343,144,4,1997-10-09 13:50:04
1801,1801,303,433,4,1997-11-14 00:39:45
36073,36073,303,264,3,1997-11-14 00:10:14
37450,37450,64,652,2,1997-11-12 20:13:10
53950,53950,3,325,1,1998-03-07 02:21:37
28299,28299,275,416,3,1997-11-23 19:56:31
12830,12830,326,508,3,1997-11-18 17:50:32
31898,31898,286,179,5,1998-03-11 21:30:22
33111,33111,297,11,4,1997-09-26 02:13:35
12189,12189,331,305,5,1997-10-18 17:46:59
6589,6589,113,100,4,1997-10-04 03:26:50
36065,36065,200,423,5,1998-01-06 23:27:55
10124,10124,313,578,3,1998-03-27 19:50:41
2198,2198,275,173,3,1997-09-25 02:33:15
30383,30383,118,551,5,1997-09-27 18:35:06
31380,31380,92,120,2,1997-09-30 17:54:49
16324,16324,200,597,4,1997-10-05 09:13:44
14827,14827,293,421,3,1998-03-03 06:29:36
31617,31617,357,151,5,1997-11-08 01:15:28
8712,8712,158,182,5,1997-11-21 17:44:56
99793,99793,56,575,3,1998-04-18 14:57:49
26307,26307,10,221,4,1997-10-26 17:57:57
15860,15860,234,276,3,1998-03-30 03:23:16
1826,1826,250,404,4,1997-10-29 02:29:04
43607,43607,347,386,1,1997-12-09 08:07:26
66763,66763,105,343,2,1998-03-06 20:02:04
37775,37775,270,443,3,1997-10-15 22:52:56
54886,54886,343,276,5,1997-10-09 13:17:58
73364,73364,70,91,3,1998-01-06 06:28:58
37645,37645,85,210,3,1997-11-13 21:03:01
14704,14704,300,257,4,1997-09-30 20:11:07
28523,28523,339,134,5,1998-03-27 21:10:44
11952,11952,12,28,5,1997-11-19 17:02:49
2630,2630,293,36,1,1998-03-03 06:54:01
21405,21405,262,7,4,1997-11-17 18:16:43
91738,91738,367,217,5,1997-10-12 21:00:21
9348,9348,38,218,3,1998-04-13 01:44:31
16984,16984,7,259,3,1998-03-31 13:21:04
12813,12813,121,294,4,1998-04-01 00:12:02
20539,20539,265,237,5,1997-09-27 00:34:22
11610,11610,56,433,4,1998-04-15 21:49:30
6556,6556,351,340,1,1997-11-14 04:23:44
14229,14229,279,238,4,1998-03-29 22:01:48
23994,23994,61,258,4,1998-03-29 21:15:25
26907,26907,371,64,4,1997-10-22 02:24:12
22461,22461,120,15,4,1998-03-10 00:37:24
14109,14109,41,153,4,1998-03-23 21:04:47
24147,24147,345,56,5,1998-01-15 22:11:57
55228,55228,375,176,4,1998-02-04 19:51:57
77979,77979,279,449,3,1997-09-26 22:19:38
18277,18277,330,174,5,1997-10-11 05:02:52
83909,83909,11,399,3,1998-04-06 23:27:59
66580,66580,71,286,4,1997-10-20 03:44:40
4430,4430,109,62,3,1997-11-26 21:11:51
7162,7162,58,246,5,1998-01-09 00:09:52
20446,20446,301,474,4,1997-12-14 05:03:23
11958,11958,256,77,3,1997-12-15 05:49:15
56967,56967,327,333,2,1998-02-17 17:44:53
16068,16068,275,144,4,1997-11-23 19:42:17
58928,58928,279,550,4,1997-11-30 00:34:33
8153,8153,28,218,3,1997-12-12 21:20:01
64834,64834,148,191,1,1997-10-16 16:51:55
32485,32485,334,68,3,1998-04-02 20:19:47
51569,51569,268,200,4,1997-09-26 21:30:59
27972,27972,234,474,4,1998-04-11 18:06:07
10303,10303,318,575,2,1998-01-11 05:52:04
40883,40883,158,583,3,1997-11-21 17:47:57
8717,8717,268,232,3,1997-09-26 21:52:25
35567,35567,94,142,3,1998-04-04 20:29:09
61289,61289,209,9,3,1997-12-29 17:45:47
4500,4500,5,453,1,1997-11-10 21:54:58
47031,47031,314,65,4,1997-10-26 18:00:55
12626,12626,316,9,4,1997-11-30 01:36:14
17104,17104,14,50,5,1998-03-26 03:05:57
721,721,234,10,3,1998-03-30 03:17:31
15009,15009,342,558,5,1997-09-23 03:12:21
95072,95072,312,91,3,1998-04-04 14:20:55
60821,60821,239,238,5,1998-03-06 10:39:07
31162,31162,22,94,3,1997-11-07 07:21:17
